RA,Dec,z,direction_cw_ccw
339.78175,0.16373,0.07595,1
155.46179,1.66828,0.07598,-1
175.04766,-0.12835,0.07598,-1
168.21031,1.93782,0.07598,1
168.93985,0.26126,0.07599,1
236.24393,42.50739,0.076,-1
154.92163,1.69031,0.07601,1
177.20355,3.9121,0.07601,1
213.92361,52.81321,0.07601,1
194.75279,1.9318,0.07602,1
184.63078,3.63746,0.07603,-1
39.33435,-0.7485,0.07603,1
353.81766,-0.47539,0.07604,-1
168.78487,2.55034,0.07605,1
2.15156,-0.05132,0.07605,-1
178.90024,-1.40142,0.07606,-1
193.81232,-2.03918,0.07606,-1
128.39691,4.38981,0.07607,-1
189.12453,0.69077,0.07607,-1
181.22579,2.40933,0.07608,-1
143.32155,4.86601,0.07608,1
194.74006,0.44581,0.07609,1
214.93097,1.75177,0.07609,1
143.04444,5.2943,0.0761,-1
168.64973,2.12678,0.0761,-1
31.31349,0.25362,0.07613,-1
168.05633,2.1319,0.07614,-1
351.36344,-0.57155,0.07614,-1
222.18697,-1.71961,0.07615,-1
183.0569,2.41341,0.07615,1
339.87223,0.3101,0.07615,-1
184.4545,4.33258,0.07617,1
344.02356,0.55427,0.07617,1
177.90293,5.1394,0.07618,1
181.77301,4.60829,0.07618,1
20.29348,1.16253,0.07618,-1
177.0044,2.36526,0.07619,-1
175.11699,1.98117,0.07622,1
345.69345,0.91789,0.07622,1
0.48256,-0.61946,0.07623,-1
235.4164,42.87816,0.07624,1
18.47424,1.03711,0.07624,1
170.58548,1.06007,0.07626,-1
167.63341,2.21227,0.07626,1
30.04586,1.17971,0.07626,-1
31.1075,0.86475,0.07626,-1
178.83604,-2.14143,0.07627,-1
183.96607,5.27392,0.07628,1
188.78465,4.93786,0.07628,1
339.27169,-0.58046,0.07628,1
179.91647,2.91727,0.07629,-1
207.04195,-1.40295,0.0763,-1
181.71866,3.99798,0.07632,1
359.93528,-1.10029,0.07632,1
19.18278,0.79367,0.07633,1
162.31976,-0.05666,0.07634,1
175.14931,0.85448,0.07636,-1
169.10263,2.4128,0.07637,1
184.79234,1.80281,0.07637,1
221.60563,-1.38851,0.07638,-1
359.21115,-0.8475,0.07639,1
31.25996,0.16125,0.0764,-1
179.63435,0.59829,0.07642,-1
178.15231,4.10136,0.07642,1
206.84054,-1.97145,0.07642,1
179.05162,2.69045,0.07644,-1
137.31657,0.03332,0.07645,-1
206.73208,-1.042,0.07645,-1
353.96955,-0.40542,0.07645,-1
170.8751,1.03642,0.07646,1
339.78482,0.40745,0.07646,-1
168.81235,-0.39132,0.07647,-1
232.6515,44.09726,0.07647,1
31.01956,0.33733,0.07647,-1
181.75968,1.93038,0.07648,-1
174.69797,-0.28137,0.07648,1
181.36949,2.88928,0.07649,-1
131.41601,2.28945,0.07649,1
168.74979,2.76453,0.07652,-1
181.26973,2.32815,0.07652,-1
137.61098,1.89657,0.07652,1
183.89784,3.33847,0.07652,1
169.6847,-0.77336,0.07653,-1
164.23074,2.96843,0.07653,1
221.05563,-1.45789,0.07653,1
203.49769,-1.09052,0.07654,-1
169.02704,0.21879,0.07656,1
169.04971,2.3769,0.07656,1
193.42039,0.50789,0.07656,1
177.27956,1.38997,0.07657,-1
160.29207,4.86692,0.07658,-1
216.11076,43.34141,0.07658,-1
179.88088,-1.14651,0.07658,1
188.27281,1.82385,0.07658,1
180.13084,4.45094,0.07659,1
177.18054,2.8825,0.0766,-1
177.3713,4.62047,0.07661,1
192.24912,3.86315,0.07661,1
1.02504,-0.22593,0.07661,-1
40.07897,1.10874,0.07661,1
181.05907,2.46168,0.07662,-1
162.0177,-0.57634,0.07662,1
169.80659,2.06459,0.07662,1
177.07841,0.59329,0.07662,1
19.28018,0.43524,0.07662,1
206.33647,-0.4632,0.07663,1
178.84554,1.57209,0.07666,-1
169.01578,3.50039,0.07667,-1
177.93041,1.9913,0.07667,-1
337.44676,0.96971,0.07667,1
174.11547,-0.85289,0.07668,-1
175.27898,3.08752,0.07668,-1
175.97819,-1.26129,0.07668,-1
132.0286,2.83098,0.07669,1
182.73337,2.79458,0.07669,1
180.18849,0.23124,0.0767,1
221.91649,-1.74941,0.07671,-1
233.57928,44.55718,0.07671,-1
169.42995,0.04707,0.07671,1
249.19893,43.97478,0.07671,1
173.85006,-0.80247,0.07673,-1
184.02673,4.49284,0.07673,-1
185.3461,3.33265,0.07673,1
213.7199,52.09764,0.07673,1
206.37767,-0.589,0.07674,1
136.4243,4.38209,0.07675,1
221.74136,-1.91273,0.07675,1
337.2184,1.08091,0.07675,1
168.30169,4.33281,0.07676,-1
177.34657,4.68505,0.07676,1
337.16828,1.14679,0.07677,1
198.62057,4.29018,0.07678,-1
339.95848,-0.66775,0.07678,-1
181.4051,3.02895,0.07679,1
241.2786,42.03736,0.0768,1
134.30164,5.38442,0.07681,1
175.31074,3.29394,0.07681,1
30.36926,0.39315,0.07682,-1
31.07522,-0.32879,0.07682,-1
179.75422,-0.54544,0.07683,-1
178.18766,5.02786,0.07683,1
179.49525,0.09866,0.07684,-1
179.9861,1.31057,0.07684,-1
206.59067,-0.87456,0.07684,-1
18.69197,-0.09448,0.07685,1
359.88252,-1.01171,0.07685,1
169.03908,3.26573,0.07686,-1
173.84076,-0.99917,0.07687,-1
181.79935,1.19409,0.07687,-1
221.73359,-1.29283,0.07687,-1
132.76908,0.17407,0.07687,1
186.06947,4.75468,0.07687,1
221.43357,42.83976,0.07687,1
132.33073,2.69488,0.07688,1
205.7754,1.70688,0.07688,1
19.28406,0.43841,0.07688,1
157.23376,3.09139,0.07689,-1
178.27138,4.73007,0.0769,-1
180.50239,2.05392,0.07691,1
20.23276,1.02217,0.07691,1
206.31599,2.96831,0.07692,-1
179.71419,3.63081,0.07693,-1
206.29129,2.98372,0.07693,-1
177.44282,0.53292,0.07693,1
188.53783,1.7436,0.07693,1
18.64299,-0.48431,0.07695,-1
19.4328,-0.63876,0.07695,1
20.46682,0.00932,0.07695,1
174.8607,0.69784,0.07698,1
178.05367,-0.11412,0.07699,-1
220.89827,2.06231,0.07699,-1
180.3266,0.54008,0.07699,1
222.99057,-1.11545,0.07699,1
332.9764,1.16467,0.07699,1
335.99857,-0.74996,0.077,-1
174.10585,-0.99128,0.07701,-1
206.1157,0.24208,0.07701,1
188.25573,2.33459,0.07702,-1
213.89176,41.86221,0.07703,1
10.05564,0.34501,0.07703,-1
178.55321,1.36419,0.07704,1
178.73982,2.6939,0.07704,1
180.48558,1.99801,0.07704,1
213.0339,-1.00499,0.07705,-1
206.21239,1.21677,0.07705,1
213.85046,0.24782,0.07706,1
213.98687,-0.34444,0.07706,1
19.20796,0.26461,0.07706,1
334.31577,-0.06659,0.07706,1
1.10294,-0.31208,0.07707,-1
179.8255,0.85373,0.07708,1
19.17641,0.53142,0.07708,1
174.9042,-1.25924,0.07709,-1
216.72788,3.58732,0.07709,1
352.14812,-1.02659,0.07709,1
185.63895,2.80963,0.0771,-1
190.69054,4.41724,0.0771,-1
205.54925,0.82361,0.0771,1
332.94967,1.15062,0.0771,1
178.10356,-0.61038,0.07711,-1
178.00507,-0.47031,0.07711,1
207.50898,2.25152,0.07713,-1
334.34501,-0.53734,0.07713,1
189.98304,1.80778,0.07714,-1
169.53594,0.01393,0.07716,-1
187.00689,1.60819,0.07719,1
332.7644,0.33625,0.0772,1
178.07593,1.25968,0.07721,-1
137.29837,1.73441,0.07721,1
241.72792,42.58732,0.07722,-1
0.03465,-0.77376,0.07723,-1
30.90396,0.20162,0.07723,1
160.57364,2.51824,0.07725,-1
19.92454,0.34888,0.07725,1
137.25917,1.28387,0.07726,-1
205.38663,3.5736,0.07726,1
334.49613,0.32287,0.07727,-1
351.7027,0.92742,0.07727,1
218.55628,2.15242,0.07728,-1
333.619,0.19906,0.07728,-1
131.30741,2.32388,0.07729,-1
150.20505,2.88134,0.07729,1
163.33362,2.7012,0.07729,1
20.00433,0.2751,0.07729,-1
176.84512,0.45107,0.0773,-1
182.27802,4.22645,0.07731,-1
241.63245,42.36377,0.07731,1
18.79973,-0.56503,0.07731,1
181.80456,1.54266,0.07732,-1
213.13678,1.50579,0.07733,1
20.12232,0.67219,0.07733,-1
171.59219,-1.05442,0.07735,-1
249.08344,42.48467,0.07735,-1
191.17527,1.41666,0.07736,1
19.17214,-0.16949,0.07736,1
214.31336,0.22076,0.07737,-1
223.22425,-0.61623,0.07738,-1
207.35157,-1.31653,0.07739,1
185.79204,2.92855,0.0774,1
214.28325,0.67848,0.07741,-1
178.11803,-1.14578,0.07741,1
130.58701,1.04916,0.07742,-1
220.66343,-1.76558,0.07743,-1
178.90745,-2.21356,0.07745,-1
206.53055,-0.14552,0.07746,-1
179.53516,1.37051,0.07748,1
183.86488,1.67228,0.07749,-1
247.50825,43.34038,0.07749,1
334.4586,1.09867,0.07749,-1
167.89295,3.14193,0.0775,1
168.99534,0.45242,0.0775,1
215.5752,42.60576,0.07751,1
173.06027,-0.91758,0.07752,1
335.65417,-1.02543,0.07752,-1
173.20857,-0.71943,0.07753,-1
20.77222,-0.42618,0.07753,-1
167.30333,2.65334,0.07754,-1
178.91087,-2.23013,0.07755,1
186.56403,0.88393,0.07755,1
174.44549,-1.76902,0.07756,-1
178.54269,2.35652,0.07756,-1
135.24483,4.80212,0.07756,1
190.53541,3.32388,0.07757,1
184.53329,3.30775,0.07758,1
150.27945,1.90448,0.07759,-1
163.31453,2.8805,0.07759,-1
184.02741,1.44721,0.07759,-1
184.72003,0.74585,0.07759,1
169.00374,0.44229,0.0776,-1
220.3508,-1.71209,0.07761,-1
177.888,4.52722,0.07762,-1
182.10313,2.67575,0.07762,-1
169.58771,-0.08662,0.07762,1
223.29063,-0.63907,0.07765,-1
176.81918,-1.4867,0.07766,1
174.97506,-1.54015,0.07768,-1
168.74678,-0.59807,0.07768,1
180.37205,2.09467,0.07768,1
201.75358,-0.15557,0.07769,-1
160.35908,2.57052,0.0777,-1
168.06408,2.60336,0.0777,-1
175.89501,-0.63153,0.0777,1
185.97157,1.71476,0.0777,1
180.41565,1.79841,0.07771,-1
21.32516,0.28034,0.07771,-1
198.68399,3.19186,0.07773,-1
181.99378,3.76997,0.07774,-1
188.63143,-0.76511,0.07774,1
178.28208,3.31168,0.07775,-1
176.97436,-1.07262,0.07776,-1
241.34178,42.48834,0.07776,-1
185.99796,2.63191,0.07776,1
5.57975,-0.8487,0.07776,-1
169.03978,3.37528,0.07777,1
355.49001,0.0958,0.07777,1
183.93348,1.29185,0.07778,1
184.60227,0.66652,0.07778,1
223.92015,0.10668,0.07779,1
333.13891,1.00609,0.07779,1
185.20011,1.17381,0.0778,-1
215.31661,2.00784,0.0778,-1
215.31661,2.00784,0.0778,1
1.6101,0.39072,0.0778,1
164.03836,2.23741,0.07781,-1
219.37619,-2.30638,0.07782,1
177.68792,1.15356,0.07783,1
339.72432,0.3744,0.07783,1
181.39332,1.02966,0.07784,-1
204.77672,0.64402,0.07784,-1
182.74171,0.60396,0.07784,1
179.26655,5.19496,0.07785,-1
247.36083,43.3105,0.07785,1
149.97715,2.00487,0.07788,1
218.67852,1.78335,0.07788,1
176.09871,-1.267,0.0779,1
355.42903,-0.28101,0.0779,1
177.84563,1.44355,0.07791,-1
247.93284,43.05664,0.07791,-1
206.81619,2.73221,0.07791,1
185.46112,1.395,0.07792,-1
186.14063,4.0528,0.07792,1
206.72387,3.11289,0.07793,1
206.81569,2.73282,0.07793,1
219.33706,0.7868,0.07793,1
184.38804,-1.19296,0.07794,-1
168.58115,-0.67859,0.07794,1
168.53724,-1.16564,0.07795,1
183.27745,3.70908,0.07796,-1
170.04863,-1.06389,0.07797,1
35.56061,1.17881,0.07798,1
137.21178,0.26845,0.07799,1
18.67264,-0.69886,0.07802,1
167.84381,2.713,0.07803,-1
180.48231,1.83866,0.07803,-1
224.17218,0.20434,0.07803,-1
0.3989,-0.39521,0.07803,-1
9.44132,1.09411,0.07803,1
218.67399,1.80466,0.07804,-1
154.21261,1.07494,0.07804,1
167.80125,2.73885,0.07804,1
21.2432,0.4618,0.07805,1
214.7562,51.97018,0.07807,-1
355.42931,-0.28187,0.07807,1
141.8775,0.80181,0.07808,1
21.16933,-0.41634,0.07808,-1
20.29741,0.24804,0.07808,1
189.32727,3.71698,0.07809,-1
179.56017,1.35557,0.07809,1
20.42575,0.07352,0.07809,1
205.46092,2.24672,0.0781,-1
180.28936,1.83296,0.07811,1
20.75342,-0.8171,0.07811,1
147.04559,4.70937,0.07812,-1
137.26874,0.06213,0.07813,-1
203.3972,1.08998,0.07813,-1
34.95112,0.81943,0.07813,-1
154.25796,1.10103,0.07814,-1
169.2497,4.24858,0.07814,1
0.50386,-0.34313,0.07815,1
16.93557,-0.10505,0.07815,1
180.88039,0.85094,0.07816,-1
215.6681,1.40842,0.07816,-1
22.18534,0.91205,0.07817,1
176.90386,-0.79165,0.07818,1
179.12092,5.00194,0.07818,1
20.24229,0.25677,0.07818,1
215.46593,1.02522,0.07819,1
17.04541,-0.10135,0.07819,-1
130.7095,0.16276,0.0782,1
355.83411,0.20788,0.0782,1
218.33398,0.66464,0.07821,1
0.31667,-0.96729,0.07821,-1
215.47909,44.36583,0.07822,-1
247.08983,42.91656,0.07822,-1
178.73097,0.58888,0.07823,-1
179.49493,1.36891,0.07826,-1
199.14967,1.54071,0.07826,-1
168.7852,2.72596,0.07826,1
182.63547,2.95417,0.07826,1
206.40813,2.99488,0.07827,-1
214.51681,0.90699,0.07827,-1
176.10549,-1.13475,0.07828,1
211.0534,-1.1722,0.07828,1
0.26126,-0.25712,0.07828,-1
31.08885,-0.1796,0.0783,-1
179.98264,1.16037,0.07831,-1
216.21809,2.03663,0.07831,1
199.74215,2.86681,0.07832,-1
180.95727,4.37313,0.07832,1
130.56517,1.26827,0.07833,1
213.36588,52.43554,0.07834,-1
183.02836,1.8,0.07835,-1
168.96797,2.84386,0.07836,1
182.52147,3.29016,0.07836,1
180.31996,2.26966,0.07837,-1
232.11454,43.69447,0.07838,1
20.61159,-0.01181,0.07838,-1
162.53376,3.00918,0.07839,1
220.53285,1.61046,0.07842,-1
168.89008,2.85476,0.07842,1
188.24335,1.5419,0.07842,1
221.6385,43.18244,0.07842,1
245.70843,43.0057,0.07843,-1
168.07188,2.60379,0.07843,1
205.86471,4.09238,0.07845,-1
173.94233,-2.03327,0.07845,1
192.13922,0.42275,0.07846,-1
225.27742,1.23887,0.07846,-1
179.7248,1.73565,0.07846,1
139.71926,1.58926,0.07847,-1
195.54918,-2.45123,0.07847,-1
195.33872,-1.96937,0.07848,1
21.03767,0.92496,0.07848,1
185.40934,4.25597,0.07849,1
223.79118,3.90868,0.0785,1
178.14634,0.35933,0.07851,1
359.60779,-0.96555,0.07851,1
220.95547,1.926,0.07852,-1
186.31438,4.49556,0.07852,1
194.4826,0.50464,0.07852,1
186.33214,3.2834,0.07853,-1
22.77352,1.16547,0.07853,1
168.45763,0.12608,0.07854,-1
38.62327,-0.0064,0.07854,-1
150.33812,4.7829,0.07855,-1
174.3522,-2.0974,0.07856,1
168.46962,1.2991,0.07858,-1
188.06013,0.55445,0.07858,-1
182.22812,0.06381,0.07858,1
187.87222,5.20159,0.07858,1
181.8573,1.74156,0.07859,-1
188.0845,5.32172,0.07859,1
16.40357,-0.92187,0.07859,1
173.64435,-1.56913,0.0786,-1
181.80082,1.75063,0.0786,1
192.03679,3.73445,0.0786,1
16.14037,1.02593,0.0786,-1
21.55991,-0.01421,0.0786,1
185.64903,4.14354,0.07861,-1
20.59079,1.10509,0.07861,-1
344.36703,-1.11348,0.07861,1
179.42956,1.13363,0.07864,-1
182.46583,0.73572,0.07864,-1
16.09924,-0.97071,0.07865,-1
181.00656,0.6261,0.07867,-1
229.25406,44.53687,0.07868,-1
7.75109,1.24397,0.07868,-1
185.57641,4.28525,0.0787,-1
149.50541,3.81076,0.0787,1
186.4655,4.67854,0.0787,1
168.85575,2.8466,0.07871,-1
350.44007,-0.906,0.07872,-1
168.35111,0.15651,0.07873,-1
168.15249,2.36036,0.07874,1
209.97341,-0.54766,0.07875,-1
183.62774,1.9528,0.07875,1
209.97341,-0.54766,0.07875,1
168.61619,-0.44088,0.07876,-1
29.36037,1.21008,0.07876,-1
188.0221,1.00543,0.07877,-1
221.15642,2.09309,0.07877,-1
168.57727,-0.71375,0.07878,-1
185.64466,1.58734,0.07879,-1
168.10974,2.36307,0.07882,1
187.30357,0.81771,0.07884,-1
195.267,0.57343,0.07884,-1
214.63236,52.21251,0.07884,-1
210.11017,0.83998,0.07886,-1
150.60778,4.8365,0.07886,1
188.02602,0.98888,0.07888,-1
149.87597,-0.62936,0.07889,-1
179.01759,5.0307,0.07889,-1
183.51192,2.04171,0.07889,-1
149.7653,1.1464,0.07891,1
144.64917,-0.04426,0.07893,-1
187.70786,4.89172,0.07894,1
343.0701,0.37014,0.07894,-1
216.23395,-0.37607,0.07895,-1
183.45563,1.99821,0.07895,1
176.56381,-1.09615,0.07896,1
183.73736,5.04247,0.07896,1
204.44902,1.32964,0.07897,1
184.51746,4.15725,0.07898,-1
182.37908,-0.4366,0.07899,-1
203.74662,1.30006,0.07899,-1
205.54683,1.64376,0.07899,-1
203.61042,2.24856,0.07899,1
149.66264,2.95705,0.07901,-1
183.58975,1.86243,0.07901,1
355.8361,-0.045,0.07901,1
164.56659,2.24566,0.07903,-1
343.36202,0.75243,0.07905,-1
222.22423,2.83704,0.07906,-1
189.25887,4.48761,0.07907,-1
176.52001,-1.08687,0.07909,-1
183.80767,2.67866,0.07909,-1
209.0907,-0.65628,0.07909,-1
177.43895,-0.26874,0.07909,1
186.03962,0.16454,0.0791,-1
147.8548,-0.36903,0.0791,1
211.17333,-0.29551,0.0791,1
168.5643,-0.05833,0.07912,-1
149.69902,2.7586,0.07913,-1
182.35476,1.17616,0.07914,-1
149.78242,2.70368,0.07916,1
186.43767,1.56861,0.07916,1
148.23855,0.54957,0.07918,-1
192.2672,-1.32681,0.07918,1
21.06276,0.59773,0.07918,1
188.44139,4.12371,0.07919,1
185.55171,4.13232,0.0792,1
215.50744,44.3487,0.0792,1
0.42161,-0.04921,0.07923,1
29.66398,1.26289,0.07923,1
339.20246,1.08021,0.07923,1
225.7081,2.52547,0.07925,-1
188.23053,4.48534,0.07925,1
2.44321,0.84881,0.07926,-1
154.08243,0.65192,0.07928,-1
181.39544,1.57129,0.07929,-1
21.35073,0.39612,0.07929,1
188.76199,4.35232,0.0793,1
2.42577,0.96737,0.0793,-1
30.16378,1.23679,0.0793,1
29.77883,1.25818,0.07931,-1
31.19543,-0.66097,0.07931,1
186.5222,4.53792,0.07932,-1
353.21337,0.81034,0.07932,-1
185.26737,1.74463,0.07933,1
168.24158,0.11914,0.07934,-1
336.38398,-0.14137,0.07935,1
168.28855,2.20334,0.07936,-1
186.41336,4.2765,0.07936,1
222.64458,-0.42048,0.07936,1
147.89818,-0.31808,0.07938,-1
145.71544,4.49032,0.0794,-1
193.42603,1.245,0.07941,-1
187.06937,4.94777,0.07942,-1
186.0117,2.88108,0.07942,1
358.95151,-0.00076,0.07943,1
178.01007,0.43074,0.07945,1
31.20094,-0.65903,0.07945,1
22.76771,0.93421,0.07948,-1
356.20834,-0.03437,0.07948,-1
186.05474,2.83437,0.07949,-1
178.59986,3.05821,0.07949,1
10.02873,0.68318,0.07949,-1
220.98513,43.08382,0.0795,1
358.97026,-0.0063,0.0795,-1
195.50221,3.09723,0.07951,-1
221.00687,43.07288,0.07951,1
358.47154,0.1457,0.07953,-1
183.96942,-1.20398,0.07954,-1
178.73881,-0.1492,0.07954,1
179.96142,-2.28631,0.07955,1
10.3899,1.23373,0.07955,-1
205.47955,4.16124,0.07956,1
205.42617,1.50889,0.07957,-1
205.48756,1.66628,0.07959,-1
220.95691,1.9414,0.07959,-1
185.62476,0.31403,0.07959,1
186.29801,1.50678,0.0796,-1
195.87592,0.39064,0.0796,1
343.11304,0.04542,0.0796,1
168.98527,2.96956,0.07961,-1
192.33914,2.78603,0.07962,1
188.59668,4.49139,0.07963,-1
185.68065,4.13246,0.07964,-1
333.13592,-0.86842,0.07964,-1
356.46377,0.93492,0.07964,-1
148.60825,0.60652,0.07965,1
209.19354,0.03866,0.07966,-1
187.73438,1.50397,0.07967,1
187.66242,-0.01477,0.07968,-1
184.64502,-1.59869,0.07968,1
29.78985,1.17692,0.07971,-1
343.51893,-0.16149,0.07971,1
184.45171,-0.494,0.07972,1
225.61963,2.66467,0.07972,1
176.63609,-1.07504,0.07973,-1
22.51283,0.45069,0.07974,-1
225.63201,2.67925,0.07977,-1
199.32312,1.84913,0.07978,1
155.75759,1.89967,0.07979,-1
160.94687,0.52489,0.07979,1
190.72539,-0.71314,0.07979,1
22.60227,0.11232,0.07981,1
247.2623,44.08586,0.07982,1
149.83992,3.43938,0.07983,-1
158.05756,3.77026,0.07983,1
131.17643,-0.62374,0.07985,1
158.16491,3.62912,0.07985,1
39.62937,0.76754,0.07985,-1
169.61526,2.47787,0.07986,-1
196.73373,-1.47649,0.07987,-1
168.83359,2.75039,0.07987,1
180.16644,-0.1344,0.07988,1
186.83536,2.72879,0.07988,1
217.89123,42.84309,0.07989,1
223.66991,0.91259,0.07989,1
179.63609,1.69402,0.0799,-1
338.34689,-1.18117,0.07991,1
351.09127,0.30348,0.07992,-1
184.5873,4.14145,0.07993,-1
182.71711,0.23234,0.07994,-1
212.9725,1.89851,0.07995,1
0.62287,0.14526,0.07995,-1
357.80627,-0.29671,0.07995,-1
160.26832,2.4113,0.07997,-1
165.76459,2.45424,0.07997,1
357.73437,1.03167,0.07997,1
130.11489,2.47406,0.07998,1
169.26061,4.99114,0.07999,1
209.32728,1.86984,0.08,-1
150.2626,3.04554,0.08001,-1
193.28215,3.73804,0.08002,1
333.04345,-0.91283,0.08002,1
130.36426,3.03968,0.08003,-1
145.93859,0.15104,0.08003,1
223.2806,3.76307,0.08003,1
191.42255,-0.87428,0.08004,1
1.21325,0.96182,0.08004,-1
221.70826,-0.19299,0.08005,1
221.69207,2.34956,0.08006,-1
225.88856,2.95859,0.08006,1
146.05109,0.44018,0.08007,-1
221.21264,43.31715,0.08007,-1
20.86302,1.24155,0.08007,-1
179.98363,-0.68305,0.08008,1
9.55778,1.0551,0.08008,-1
174.28415,-0.06338,0.08009,-1
213.23431,43.04381,0.08009,-1
349.79665,1.1586,0.08009,1
220.61275,42.77766,0.0801,-1
189.04915,4.65545,0.0801,1
210.02314,1.81625,0.08011,-1
8.42601,-0.08342,0.08011,1
168.77696,-0.07133,0.08012,-1
188.67474,-1.00965,0.08013,1
130.29377,3.03904,0.08014,1
197.76582,-0.78799,0.08014,1
213.12483,42.92861,0.08014,1
224.24213,2.86261,0.08014,1
189.62156,1.40006,0.08016,-1
129.0477,3.45787,0.08018,-1
29.71801,-0.0298,0.08018,-1
160.6134,-1.02923,0.08019,-1
179.02324,2.32531,0.0802,-1
208.14478,1.12368,0.08022,1
168.8622,2.656,0.08024,-1
30.16304,-0.37789,0.08024,1
190.05247,-1.85545,0.08026,-1
28.94457,0.92107,0.08026,-1
183.1167,4.42522,0.08027,-1
183.57565,4.3122,0.08027,-1
201.01098,-1.86851,0.08028,1
220.08561,-0.7678,0.08028,1
139.59447,1.21334,0.08029,1
177.26363,-1.60858,0.08029,1
184.67285,-1.25621,0.08031,-1
187.08636,-1.06755,0.08031,1
350.80745,-0.33611,0.08032,-1
29.81363,-0.60223,0.08033,1
176.90166,-1.23395,0.08034,-1
192.36858,4.34475,0.08034,1
338.54989,-0.92196,0.08034,1
188.76569,0.10841,0.08035,1
8.45777,-0.43966,0.08035,1
16.83011,-0.15971,0.08035,1
149.28052,1.18021,0.08036,1
188.72984,-2.18027,0.08037,1
139.69281,1.14668,0.08038,1
29.29264,-0.1988,0.08038,-1
357.79739,0.15501,0.08038,-1
204.01326,-1.5797,0.08039,1
156.93326,2.58183,0.0804,1
359.96948,0.33335,0.0804,-1
29.21793,-0.91492,0.0804,1
140.82215,3.69897,0.08041,1
19.63112,-0.162,0.08041,1
185.03082,-2.01309,0.08042,1
161.04756,2.97151,0.08043,-1
177.6738,-1.455,0.08043,1
191.77117,-0.62993,0.08043,1
178.18802,-1.68372,0.08044,-1
225.52754,2.4154,0.08046,-1
349.01541,-0.11109,0.08046,-1
350.89028,0.44903,0.08046,-1
30.38406,0.84202,0.08046,1
149.15602,2.22383,0.08048,1
188.24535,2.87708,0.0805,-1
359.97392,0.55619,0.0805,1
188.54133,2.19352,0.08051,-1
186.01654,2.31225,0.08052,-1
213.87725,52.62828,0.08053,1
221.23763,43.26897,0.08053,1
184.84221,4.33601,0.08054,-1
149.3835,3.07725,0.08055,-1
190.95338,0.44537,0.08055,1
157.88864,2.62665,0.08056,-1
190.91504,-0.48531,0.08058,1
199.29555,0.91356,0.08058,1
148.90647,1.00121,0.08059,1
350.45916,-0.39155,0.08059,-1
350.72977,-0.89301,0.08059,1
188.31909,2.14887,0.0806,1
213.08756,-0.1577,0.08063,-1
192.61486,0.90461,0.08063,1
30.48843,0.69899,0.08063,-1
5.61479,0.06564,0.08063,1
0.6652,0.9427,0.08064,1
188.82923,1.86724,0.08065,1
210.73153,1.94585,0.08065,1
350.88266,0.04497,0.08065,1
192.12925,4.60021,0.08067,1
139.82776,1.16703,0.08068,1
197.8475,-0.96213,0.08069,-1
177.62565,-1.11428,0.0807,1
182.30866,1.65733,0.08071,-1
178.3622,-1.1357,0.08071,1
8.41246,0.0772,0.08071,-1
29.55745,1.18564,0.08071,1
147.53904,0.59759,0.08072,-1
29.77448,-0.82654,0.08072,-1
353.96925,1.03739,0.08073,-1
149.60552,1.10397,0.08074,-1
339.0246,-0.39323,0.08074,-1
347.36959,-0.953,0.08074,-1
194.52063,2.34449,0.08075,-1
28.43137,0.18642,0.08075,1
213.49789,52.78435,0.08076,1
199.60658,-0.71072,0.08078,1
18.67995,-0.12476,0.08078,-1
191.97949,0.05988,0.08079,-1
221.49021,42.36941,0.08079,-1
18.67598,-0.10588,0.08079,-1
147.64262,0.78015,0.08081,-1
189.08433,-1.12032,0.08082,-1
160.98543,0.99172,0.08082,1
150.5932,0.82297,0.08083,-1
194.30864,-0.32954,0.08083,1
192.09616,2.02053,0.08086,-1
196.28323,-0.42246,0.08086,1
5.9674,-0.15257,0.08087,-1
7.14084,-0.04074,0.08087,1
178.13802,2.43475,0.08088,1
185.83699,2.94049,0.08089,-1
177.57666,3.76745,0.08089,1
