RA,Dec,z,direction_cw_ccw
230.32425,44.03483,0.11986,1
246.69676,43.96288,0.11986,1
185.28081,-2.01677,0.11987,-1
213.43937,-1.8817,0.11987,1
214.82519,43.3454,0.11988,-1
351.92271,-0.30747,0.11988,-1
214.52258,0.88846,0.1199,-1
222.99952,-2.05879,0.11991,-1
348.97905,0.49326,0.11991,1
148.09949,2.24956,0.11993,-1
215.04738,-1.14974,0.11995,-1
32.5933,0.73312,0.11995,-1
171.87203,-2.2423,0.11996,-1
190.10624,1.32587,0.11996,-1
225.56392,1.84635,0.12,-1
161.51812,3.18283,0.12001,-1
184.68457,-0.92847,0.12001,-1
357.66596,-1.1379,0.12002,1
213.07706,-2.01081,0.12003,1
236.0434,44.20538,0.12003,1
157.80322,2.89134,0.12004,-1
336.24794,0.06087,0.12004,-1
146.42627,4.20929,0.12005,-1
33.22303,0.13116,0.12005,1
186.90764,2.23522,0.12007,-1
250.80766,43.07476,0.12007,-1
146.15328,0.86872,0.12008,1
176.34665,-0.27688,0.12009,1
179.90543,-1.31886,0.12011,1
234.76832,42.94192,0.12011,1
176.92231,-0.91789,0.12013,-1
184.75127,-1.11491,0.12014,-1
192.1106,-0.9876,0.12014,-1
213.93656,-1.99755,0.12016,1
222.58582,-1.80753,0.12017,-1
138.35991,3.2816,0.12017,1
7.60054,0.19189,0.12018,1
214.78728,43.47886,0.12019,-1
230.21252,43.49366,0.12019,1
350.50519,1.82729,0.12019,1
147.88641,4.14892,0.12021,1
353.87475,0.32405,0.12022,1
28.50332,-1.01478,0.12025,-1
349.35436,1.61781,0.12026,1
213.34824,-0.48686,0.12029,-1
145.54709,1.95363,0.12029,1
148.50258,2.27793,0.1203,-1
182.12943,0.2603,0.1203,1
35.08891,0.67513,0.1203,1
1.70017,-0.76601,0.12031,-1
225.73938,1.80874,0.12032,1
28.7083,-0.91043,0.12034,-1
31.03667,1.10219,0.12034,1
142.0685,1.71193,0.12037,-1
147.75662,2.31405,0.12038,-1
210.70157,1.38594,0.12038,-1
219.72347,-2.05675,0.12038,-1
214.14483,-1.57539,0.12039,-1
222.65521,-1.82319,0.12039,1
234.50214,43.31937,0.1204,-1
191.75933,0.56812,0.12042,1
221.77058,-2.02682,0.12043,1
183.81607,-1.02476,0.12045,-1
214.13552,-1.58077,0.12047,-1
39.61668,-0.03548,0.12047,1
249.13812,42.14043,0.12048,-1
15.9222,-0.58359,0.12048,-1
247.77066,42.24145,0.12049,-1
353.2658,0.52435,0.1205,-1
146.3245,1.79933,0.12052,-1
177.34549,-0.73855,0.12053,-1
172.77511,-0.94639,0.12055,1
349.49285,1.06052,0.12056,-1
349.49285,1.06052,0.12056,1
165.04673,4.23069,0.1206,-1
135.54523,1.52473,0.1206,1
21.47534,0.2772,0.1206,1
161.25691,3.94284,0.12061,-1
161.51871,2.22966,0.12061,1
236.15322,43.60184,0.12061,1
146.60633,-0.21323,0.12062,-1
146.29872,0.65611,0.12066,1
21.61215,-0.05224,0.12066,1
193.17697,-1.52054,0.12067,-1
349.35715,0.3822,0.12067,1
180.72227,-0.24706,0.12068,-1
219.78777,1.56535,0.12068,1
172.57073,-1.37293,0.12069,1
349.36753,0.38191,0.12071,1
28.70353,-0.96905,0.12074,-1
5.19241,-0.36086,0.12076,-1
179.05496,-0.98496,0.12077,-1
350.42776,0.7377,0.1208,-1
179.72278,-1.08051,0.12081,-1
214.8387,-0.20556,0.12082,1
146.27803,4.33717,0.12084,-1
176.00783,-2.42393,0.12084,-1
183.84864,-0.33091,0.12084,-1
197.48617,-0.29199,0.12084,-1
213.63769,-1.88933,0.12088,-1
215.04374,-1.15089,0.1209,-1
200.08059,1.38686,0.1209,1
218.11543,1.01549,0.1209,1
148.36854,4.47275,0.12091,1
175.87647,-2.13663,0.12091,1
28.95658,-0.67059,0.12095,-1
15.83068,0.36954,0.12097,1
17.12611,1.61135,0.12097,1
179.57343,-0.63419,0.12098,1
21.62104,0.3378,0.121,-1
350.77534,0.98754,0.121,-1
179.00602,-0.93157,0.12101,1
172.0525,-1.90026,0.12104,-1
350.83077,-0.71228,0.12106,1
220.7278,2.25225,0.12107,-1
215.19657,0.36155,0.12108,-1
18.03865,1.04043,0.12108,-1
15.47585,0.00556,0.1211,1
147.80383,2.59529,0.12111,-1
333.4281,0.80597,0.12111,1
22.39374,1.16418,0.12113,1
178.88999,-0.92249,0.12116,1
351.15948,-0.75923,0.12117,-1
197.87303,4.78587,0.12119,1
334.5839,5.38584,0.12122,-1
192.33511,3.88522,0.12123,1
221.01551,1.53034,0.12123,1
33.03242,-0.50138,0.12123,-1
160.34441,3.31823,0.12124,-1
214.64663,-1.62209,0.12128,1
148.22608,4.51176,0.12129,-1
148.83165,2.31393,0.12131,1
169.58441,2.18054,0.12132,1
23.24369,0.90494,0.12132,1
153.15756,2.50862,0.12134,-1
213.60598,-2.0066,0.12134,1
191.53305,0.25891,0.12135,1
160.66718,3.29366,0.12138,-1
152.26283,1.54222,0.12139,-1
167.15308,0.32391,0.12139,1
214.11274,4.4364,0.12139,1
33.63383,0.87878,0.12142,-1
17.51571,-0.15417,0.12142,1
182.30142,0.44898,0.12143,-1
350.64767,0.96324,0.12143,1
352.32751,1.85236,0.12143,1
213.59768,-0.45947,0.12145,-1
21.50767,-0.02169,0.12146,-1
344.50619,0.3569,0.12146,-1
15.19737,-0.19358,0.12146,1
21.94643,-0.84114,0.12147,1
179.55953,-0.97816,0.12149,-1
145.11091,4.23966,0.12149,1
333.30256,0.54296,0.12153,-1
153.89223,1.09381,0.12156,1
177.91818,1.40617,0.12157,1
146.10813,1.42938,0.12158,-1
176.42606,-2.15197,0.12159,1
192.59872,0.19013,0.1216,1
15.61678,-0.47383,0.12161,-1
146.2604,1.56325,0.12165,-1
169.70037,2.24547,0.12165,-1
212.73508,1.76259,0.12165,-1
189.80436,2.6484,0.12166,-1
143.46151,1.13817,0.12166,1
213.38356,-0.6158,0.12168,-1
188.518,3.86146,0.12169,1
153.99349,1.73636,0.1217,-1
217.97922,-0.95048,0.12171,-1
221.96916,2.56812,0.12171,1
228.2262,42.98599,0.12174,1
352.19762,-1.20432,0.12174,-1
153.89104,2.75659,0.12175,1
17.03403,0.34826,0.12176,1
176.66997,-1.82755,0.12179,-1
157.71982,2.05553,0.12179,1
347.69073,-0.25937,0.12179,-1
2.46553,-0.29597,0.12179,1
188.57218,3.73911,0.1218,1
153.84809,0.74686,0.12182,-1
19.00759,0.43023,0.12182,1
19.80097,-0.44193,0.12183,1
145.07019,0.04299,0.12184,-1
149.82576,3.14242,0.12186,-1
182.59539,-0.31541,0.12186,-1
19.12505,1.06296,0.12189,-1
147.94457,-1.22334,0.12191,1
164.86472,3.55327,0.12192,1
182.4623,0.61899,0.12193,-1
146.93605,1.38801,0.12194,1
19.90421,1.90416,0.12194,-1
342.27606,-0.76764,0.12194,1
21.68849,1.16067,0.12196,1
176.66431,-0.22751,0.12197,-1
156.502,4.40704,0.12198,-1
225.78849,1.37541,0.12198,1
187.64921,3.89195,0.12199,-1
182.66851,-0.87996,0.12199,1
183.87131,-1.43442,0.12199,1
194.97124,-1.14888,0.122,-1
150.20446,4.91771,0.122,1
344.41106,0.74478,0.12203,-1
189.39501,4.92385,0.12204,-1
10.01383,0.394,0.12205,1
33.59162,0.825,0.12205,1
209.0859,0.10589,0.12208,1
19.31278,1.04757,0.12208,1
352.04487,-0.95424,0.12209,1
161.04431,3.09964,0.1221,1
220.13243,1.81424,0.12213,1
137.12744,3.78808,0.12215,-1
340.34981,-0.3381,0.12216,-1
152.9895,0.97788,0.12218,-1
184.91466,-0.49533,0.12219,1
5.69174,0.30194,0.1222,-1
150.19465,-1.17717,0.12221,1
183.6296,-0.37865,0.12222,1
213.46144,-0.63858,0.12222,1
236.26371,44.4507,0.12222,1
152.00033,0.26469,0.12224,-1
138.87839,2.35042,0.12224,1
17.63045,0.61017,0.12226,1
34.30183,0.65476,0.12226,1
143.87513,-0.61476,0.12227,1
153.58255,1.9436,0.12227,1
250.02157,41.95975,0.12228,1
235.98542,42.76621,0.12229,-1
152.71052,3.24393,0.12231,-1
160.98661,-0.31843,0.12233,1
249.41035,44.70087,0.12234,-1
34.26147,1.23985,0.12234,-1
229.16119,44.17602,0.12236,-1
17.1739,0.44598,0.12236,1
5.16321,-0.63828,0.12237,-1
144.66839,-0.71431,0.12238,-1
218.94759,-0.06218,0.12238,1
217.90038,-0.33269,0.12239,-1
148.56588,2.41019,0.12239,1
171.60561,2.40447,0.12239,1
34.33033,0.95155,0.12239,-1
145.65191,0.46913,0.1224,-1
146.13155,0.84118,0.12242,-1
18.91246,0.80263,0.12243,-1
21.80934,1.25738,0.12243,-1
213.33461,-0.69374,0.12245,1
185.37239,-0.6228,0.12246,-1
151.68914,1.74182,0.12249,1
18.99671,1.14956,0.12249,1
33.89265,1.24252,0.12249,1
145.47134,0.1552,0.1225,1
250.36228,42.36122,0.1225,1
33.68513,1.8243,0.1225,-1
33.83419,0.86161,0.12251,1
138.62555,2.88597,0.12252,1
168.30749,-1.00876,0.12254,-1
344.54101,-0.55667,0.12254,-1
145.98539,0.78658,0.12255,1
250.73185,42.4025,0.12256,-1
250.30829,42.62065,0.12256,1
19.01456,0.45045,0.12259,1
166.63095,0.50992,0.1226,1
353.29691,-0.63624,0.12262,-1
176.97799,-2.1053,0.12263,-1
136.88261,3.88244,0.12267,-1
152.55062,3.47806,0.12268,-1
221.06912,2.42195,0.12268,-1
152.10968,3.18753,0.1227,-1
186.20265,4.52196,0.12273,1
160.9415,0.79677,0.12274,-1
359.82021,-0.3152,0.12274,-1
151.39281,4.55265,0.12276,1
166.15254,3.7978,0.12277,1
218.09391,-1.39698,0.12278,-1
359.82319,1.09875,0.12281,-1
188.29423,2.57489,0.12282,1
192.89654,0.79097,0.12282,1
148.69609,3.93147,0.12284,-1
184.70953,-0.99862,0.12285,-1
207.64546,-0.61337,0.12287,-1
150.33559,2.30493,0.12289,1
344.26739,-0.7098,0.12291,1
150.24386,4.92445,0.12292,-1
151.68312,1.04102,0.12292,-1
199.64327,-0.99793,0.12292,1
34.14418,0.39308,0.12292,-1
222.11701,3.40856,0.12294,-1
213.46529,0.21252,0.12295,1
219.5009,1.09192,0.12296,-1
352.92029,1.02258,0.12296,-1
358.2371,0.46754,0.12303,-1
175.12319,2.4624,0.12305,1
196.63912,1.05939,0.12305,1
160.20093,3.51557,0.12308,1
186.15399,3.80121,0.1231,1
184.34928,2.71902,0.12314,-1
342.27864,-0.4105,0.12316,-1
218.69453,-0.17664,0.12319,-1
331.7812,1.22993,0.12323,1
332.93031,0.57937,0.12323,1
161.74195,3.73687,0.12325,-1
219.45463,0.99929,0.12326,1
181.81306,1.39061,0.12327,-1
352.03979,-0.35421,0.12327,1
151.12013,4.80151,0.12329,-1
151.12013,4.80151,0.12329,1
172.54083,-0.20211,0.1233,1
136.51118,4.06791,0.12332,-1
218.07868,43.68549,0.12332,-1
220.77833,4.11753,0.12332,1
144.54258,-0.32333,0.12333,1
217.99343,43.90807,0.12334,-1
22.54961,1.12691,0.12337,-1
352.71283,1.11724,0.12338,-1
34.41056,1.06055,0.12339,-1
352.87705,0.73467,0.12341,1
136.21756,3.55638,0.12343,-1
135.98999,4.92081,0.12346,-1
151.46772,4.13004,0.12346,1
23.35059,0.96837,0.12346,-1
6.79878,-0.3854,0.12346,1
213.55413,1.03952,0.12347,-1
359.25091,0.62428,0.12347,-1
150.90298,4.40785,0.1235,-1
153.94994,-0.45888,0.1235,-1
194.53829,1.40971,0.12351,-1
179.39831,1.20129,0.12351,1
352.78979,-0.21644,0.12351,1
249.70785,42.89989,0.12352,-1
217.5102,-0.31181,0.12355,-1
191.32766,1.42617,0.12357,-1
186.15479,4.39576,0.12357,1
152.3855,2.82445,0.12358,-1
167.83468,-0.0306,0.12358,-1
34.29486,0.81907,0.1236,-1
135.36112,3.41403,0.12361,-1
155.82806,3.85482,0.12361,-1
150.40389,2.50887,0.12361,1
157.90326,3.94817,0.12361,1
216.24884,2.12841,0.12363,-1
221.97557,-0.64695,0.12363,-1
213.46939,1.70207,0.12363,1
343.61992,-0.57485,0.12363,-1
3.00071,1.09185,0.12364,-1
159.1606,3.85836,0.12365,-1
342.74748,0.23559,0.12365,1
352.69586,0.33538,0.1237,-1
350.64718,1.09954,0.12371,1
214.48902,-0.29083,0.12374,-1
225.33804,3.24029,0.12375,-1
359.0747,0.45418,0.12375,1
223.35981,2.87036,0.12377,1
159.60197,-0.19007,0.12379,-1
216.13476,1.33302,0.12379,-1
149.8718,4.2796,0.12379,1
226.02792,42.82749,0.12379,1
353.20886,-0.00768,0.1238,1
149.61461,3.62334,0.12381,-1
174.50079,1.46026,0.12381,-1
359.00877,0.43552,0.12381,-1
190.00801,2.37818,0.12385,1
191.7291,-1.29133,0.12386,1
176.04478,-1.47474,0.12387,-1
222.28694,2.88872,0.12387,-1
147.22662,1.50543,0.12387,1
7.48963,0.27205,0.12387,-1
343.02927,0.75538,0.12388,1
149.12341,2.74906,0.1239,1
217.90168,0.89495,0.12391,-1
351.68334,-0.76694,0.12391,-1
149.89755,2.73316,0.12397,1
227.36266,42.94751,0.12402,1
248.37696,44.62503,0.12403,1
358.40952,0.29997,0.12403,-1
150.86327,2.37555,0.12404,1
36.47419,1.02569,0.12404,-1
331.59664,0.86382,0.12404,-1
185.73557,2.06367,0.12406,-1
38.55074,-0.62878,0.12407,-1
358.39968,0.39809,0.1241,1
137.74543,4.59613,0.12412,-1
150.20545,4.76473,0.12412,-1
331.65861,1.022,0.12413,-1
149.66058,3.80427,0.12414,-1
150.28903,1.09235,0.12415,-1
225.59252,3.92187,0.12415,1
135.67291,2.92393,0.12416,-1
215.94213,2.87383,0.12416,1
173.77712,1.57276,0.12418,-1
211.30041,1.15719,0.12418,-1
168.29623,0.2848,0.12419,-1
353.26603,-0.21151,0.1242,-1
352.87394,0.41501,0.12421,-1
196.27968,-0.16213,0.12424,-1
179.64834,-0.73887,0.12424,1
191.71271,-1.92468,0.12425,-1
156.63994,4.63013,0.12426,1
150.59438,2.43252,0.12428,-1
337.14045,0.12414,0.12428,1
185.79912,3.66563,0.12429,-1
225.44079,43.16889,0.12429,-1
168.07399,-0.26271,0.1243,1
191.91257,-1.71275,0.1243,1
222.76089,42.99868,0.12431,1
243.86488,43.18812,0.12432,-1
158.38527,3.38038,0.12432,1
330.31659,0.81954,0.12432,1
149.73319,4.91519,0.12434,-1
213.48306,-0.03404,0.12434,-1
177.90666,3.80295,0.12434,1
229.18671,44.12736,0.12437,-1
237.41835,42.56044,0.12438,-1
136.7646,1.04441,0.1244,-1
191.41655,1.96816,0.1244,1
162.70081,4.57476,0.12441,-1
193.26795,0.83447,0.12446,1
136.86901,4.02664,0.12449,-1
180.30209,3.28916,0.12451,1
8.12553,0.13838,0.12451,-1
136.64575,4.80187,0.12454,-1
184.15848,3.79016,0.12454,-1
217.11177,42.91977,0.12454,1
17.71402,0.95425,0.12455,-1
357.54518,-0.84141,0.12455,-1
151.15861,2.0564,0.12456,1
149.70277,4.59976,0.12458,-1
211.4267,1.13095,0.12458,-1
188.42066,3.90717,0.12459,-1
38.30188,1.2427,0.1246,1
359.51359,0.8906,0.12463,1
149.80777,4.46859,0.12465,1
191.1215,1.08836,0.12466,1
337.36391,0.4217,0.12466,1
221.81501,3.8279,0.12468,-1
243.51708,43.01963,0.12468,-1
222.67031,3.58337,0.12469,1
185.24985,1.47309,0.1247,1
183.78805,0.3691,0.12472,1
212.63886,0.88765,0.12474,-1
218.75904,0.98672,0.12475,1
352.84674,0.6644,0.12475,1
184.12087,3.90411,0.12476,1
157.57388,2.99804,0.12477,-1
178.2056,-0.37985,0.1248,-1
330.10734,-0.52548,0.12481,1
179.61472,-0.66007,0.12482,-1
137.91435,4.94729,0.12484,-1
193.14047,-1.71249,0.12484,1
218.82515,1.01133,0.12485,-1
356.40123,0.24904,0.12485,1
157.79093,2.95681,0.12487,1
203.4287,2.08764,0.12487,1
163.25238,0.17967,0.12488,-1
213.80069,-0.29231,0.12488,-1
151.22466,4.40742,0.12488,1
183.30991,-0.16972,0.1249,1
215.40438,0.36848,0.12492,1
184.15516,-0.24879,0.12493,1
141.35302,2.091,0.12494,1
134.67064,2.07823,0.12498,1
214.32001,-1.19067,0.12498,1
175.69767,0.40815,0.125,1
184.52803,1.00533,0.125,1
36.87813,-0.93623,0.12501,-1
149.50589,1.08912,0.12503,-1
135.47205,2.3873,0.12505,1
136.65788,4.50882,0.12507,-1
185.50431,2.08028,0.12507,-1
179.39953,5.14406,0.12508,-1
228.63306,43.88848,0.12508,-1
191.2389,0.93713,0.12508,1
17.84767,0.485,0.12511,1
340.69764,0.80448,0.12512,1
160.80446,0.65663,0.12515,1
150.00082,3.47601,0.12517,-1
180.45095,0.69389,0.12519,-1
237.76289,42.36002,0.12519,1
149.48836,2.1156,0.1252,1
180.37272,0.66721,0.12521,-1
146.56671,2.31228,0.12521,1
185.56764,-0.26031,0.12522,1
17.17567,-0.83648,0.12522,-1
151.33276,0.27525,0.12523,1
219.05004,44.23308,0.12524,1
349.80889,0.11778,0.12524,1
174.16452,-0.00117,0.12526,-1
2.32041,0.26547,0.12527,1
216.35049,0.91398,0.12528,-1
184.44338,4.53549,0.12528,1
179.16325,-0.52671,0.12529,1
174.39177,0.12733,0.1253,-1
214.74195,42.4684,0.1253,-1
230.37259,43.91498,0.12532,-1
157.25835,3.57544,0.12535,-1
337.37965,0.80563,0.12536,-1
195.94218,0.71084,0.12538,1
167.93208,3.79644,0.12539,-1
179.84106,0.22618,0.1254,-1
146.59727,0.05743,0.12542,-1
162.38455,4.57353,0.12543,1
227.10268,42.7978,0.12547,-1
149.23827,-0.77789,0.12548,-1
137.88163,5.09014,0.12548,1
217.25681,43.02784,0.12549,1
170.76675,1.89561,0.1255,1
216.81681,1.56794,0.1255,1
177.99567,3.71067,0.12552,1
349.84176,0.11058,0.12552,-1
180.1836,0.93153,0.12555,-1
217.00528,0.59664,0.12556,1
214.2013,-0.52406,0.12557,-1
179.68114,0.24517,0.12557,1
214.45252,-0.18168,0.12557,1
1.06188,-0.59107,0.12557,-1
138.39702,4.06391,0.12558,-1
227.89423,43.27078,0.12558,1
149.17618,0.757,0.12559,1
239.73361,43.50441,0.12559,1
17.18973,0.3611,0.12559,1
178.67187,-1.47597,0.12571,-1
234.9982,42.11807,0.12572,-1
155.09213,-0.21214,0.12572,1
172.04714,0.62295,0.12573,-1
177.25658,0.78089,0.12574,1
149.00503,0.66503,0.12575,-1
183.12401,0.62112,0.12577,-1
225.051,43.83759,0.12577,-1
167.2178,1.01825,0.12579,1
0.61394,0.10539,0.12579,1
187.10428,4.72278,0.12581,-1
146.8769,0.3616,0.12585,-1
142.40195,4.38869,0.12585,1
350.60164,1.08915,0.12585,-1
143.82063,2.04464,0.12588,-1
38.00056,-0.39328,0.12589,1
353.95817,-0.9827,0.12589,1
168.96671,0.14698,0.12592,-1
177.33654,0.74973,0.12592,-1
146.14447,0.127,0.12592,1
173.45607,2.17395,0.12592,1
154.64158,-0.31102,0.12594,-1
160.07763,4.29484,0.12594,-1
164.60225,-0.24498,0.12594,-1
193.74986,0.14012,0.12595,1
235.96322,42.22199,0.12597,-1
136.22374,1.13268,0.12598,1
194.00294,-0.46234,0.12598,1
173.75997,0.95021,0.12599,-1
158.43879,1.99358,0.126,1
161.41751,4.18363,0.126,1
215.02742,-1.96722,0.12601,1
175.8418,2.64274,0.12603,1
179.28013,-0.80216,0.12604,-1
179.44712,-0.18531,0.12604,-1
203.69866,1.57447,0.12605,1
214.09221,42.64237,0.12606,-1
141.91571,5.05349,0.12606,1
215.27163,0.79902,0.12606,1
184.12075,3.99005,0.12608,1
353.3498,0.11545,0.12608,1
17.18069,0.04662,0.12609,1
229.26221,43.87523,0.1261,-1
206.10462,-0.47732,0.1261,1
229.26221,43.87523,0.1261,1
156.89579,2.06925,0.12611,1
217.08766,0.93658,0.12611,1
194.17792,3.28744,0.12614,1
214.88035,0.60848,0.12615,-1
332.28247,-0.71528,0.12616,-1
353.70043,-0.51538,0.12618,-1
339.5777,-0.95331,0.12622,1
228.4326,42.5328,0.12623,-1
215.61315,-2.11483,0.12624,-1
217.05325,44.43664,0.12624,-1
30.5468,-4.12605,0.12625,-1
149.87639,2.86179,0.12631,-1
215.4041,0.72089,0.12631,-1
34.89141,0.91822,0.12631,1
239.66888,43.44218,0.12632,-1
349.17694,2.35206,0.12633,-1
357.50647,0.34944,0.12635,1
166.28003,1.01077,0.12636,-1
332.7921,-0.60904,0.12636,-1
177.42085,-1.23052,0.12637,-1
190.73068,-1.55651,0.12637,-1
175.60715,-2.21895,0.12637,1
236.07589,42.36165,0.12639,1
146.57563,-0.29128,0.12641,-1
235.25974,42.36844,0.12642,1
0.74583,-0.78289,0.12642,-1
358.15757,0.3085,0.12643,-1
336.67223,0.77375,0.12643,1
160.53608,2.14816,0.12644,-1
178.40925,-0.62739,0.12646,1
223.0467,3.76084,0.12647,1
214.3331,1.10734,0.12648,1
177.2264,1.09882,0.1265,1
215.26439,0.67027,0.12652,-1
213.22605,-0.53758,0.12658,1
150.13874,4.27139,0.1266,-1
218.57052,0.88355,0.12661,-1
213.14447,-0.58334,0.12662,1
161.15897,5.09194,0.12663,1
204.85092,0.23333,0.12663,1
341.92819,0.11345,0.12663,-1
353.24976,0.95767,0.12663,-1
213.2826,-0.45464,0.12664,1
331.95976,0.32235,0.12666,1
159.87305,4.44563,0.12667,-1
176.91089,4.5367,0.12667,-1
358.1405,0.1198,0.12667,-1
182.87944,1.73053,0.12668,1
215.17816,0.78271,0.12668,1
215.57203,0.89202,0.12668,1
166.84486,-1.07778,0.12669,-1
167.12775,-0.70601,0.12669,-1
217.56052,43.61334,0.1267,1
168.58305,1.31072,0.12671,1
173.36804,1.46762,0.12672,-1
171.95373,2.05074,0.12672,1
158.22633,2.64197,0.12673,1
37.08878,0.55822,0.12673,1
160.33628,2.8644,0.12674,-1
220.82677,3.22707,0.12676,1
206.13939,1.78511,0.12678,-1
214.80023,0.87576,0.12679,-1
209.89863,2.07763,0.1268,1
230.17974,43.64387,0.12681,-1
330.01714,-0.6157,0.12681,1
333.53493,0.31447,0.12682,1
338.19743,0.22878,0.12683,1
168.40078,1.27643,0.12684,1
338.1997,0.24931,0.12684,1
358.65378,-0.03931,0.12685,1
0.73562,-0.79271,0.12686,1
221.50081,3.37089,0.12688,-1
229.92827,43.98393,0.12688,1
178.96328,-0.42487,0.12689,1
349.80086,1.23381,0.12689,-1
143.3306,2.96623,0.12693,-1
172.38782,0.59916,0.12694,-1
180.65307,2.46011,0.12694,1
178.05592,4.88466,0.12696,-1
215.3949,-0.65108,0.12698,-1
160.28692,3.9879,0.12698,1
140.73051,4.92256,0.127,-1
214.12485,-0.8964,0.12701,-1
215.70152,-0.47685,0.12701,1
215.92382,-0.26479,0.12703,-1
329.99441,-0.56002,0.12703,1
150.97783,1.18669,0.12704,-1
17.14201,-0.21329,0.12704,-1
330.82729,-0.34811,0.12706,1
183.16124,-0.89455,0.12708,-1
222.50271,-1.68921,0.12708,1
340.83099,-0.35267,0.12708,-1
38.42604,1.08836,0.12709,1
167.08724,4.88313,0.1271,-1
240.04648,43.81383,0.1271,1
358.66909,-0.04922,0.12711,-1
215.55364,0.7498,0.12712,-1
157.35625,1.82759,0.12715,-1
185.81547,1.6028,0.12715,-1
4.18581,-0.10026,0.12715,1
216.64317,1.0224,0.12716,-1
37.65059,0.91142,0.12716,1
168.21275,1.18327,0.12719,-1
178.52272,-1.51088,0.12719,-1
222.66738,-1.80237,0.1272,1
163.93856,3.14868,0.12721,-1
215.36799,-0.64539,0.12721,-1
158.60387,2.42029,0.12721,1
213.81844,42.99602,0.12722,-1
216.60805,0.84967,0.12722,-1
206.79249,-0.57634,0.12722,1
212.53612,2.03616,0.12722,1
184.03077,4.07811,0.12723,1
171.52554,2.9375,0.12724,1
340.74598,-0.43084,0.12725,1
179.3649,0.09657,0.12726,1
192.63672,-2.22543,0.12727,-1
234.68703,43.28066,0.12727,1
353.37616,0.15484,0.12727,-1
175.59112,1.94095,0.12728,-1
168.86095,3.6566,0.12728,1
213.91166,42.92289,0.12728,1
219.54168,0.81144,0.12728,1
186.90722,4.80054,0.12729,1
213.68868,1.83341,0.1273,-1
171.11623,0.48267,0.12734,-1
336.53412,-1.07975,0.12736,1
37.65256,0.91605,0.12737,1
338.14698,0.05938,0.12737,1
340.57459,-1.13093,0.12738,1
212.79318,-0.84923,0.12739,-1
213.98961,-0.66921,0.1274,-1
330.44888,-0.73596,0.1274,1
182.8731,1.73412,0.12742,-1
37.00981,0.85277,0.12743,1
212.71449,-1.09178,0.12744,-1
215.55017,1.80928,0.12744,-1
182.88853,1.8164,0.12745,-1
215.89989,0.80385,0.12746,-1
143.27842,-0.83324,0.12746,1
187.84367,-1.47048,0.12747,-1
173.15773,3.90857,0.12747,1
171.84133,2.2385,0.12749,-1
207.28704,-1.21324,0.12752,1
152.1784,0.61713,0.12757,1
220.88711,44.39027,0.12757,1
179.20993,-0.88856,0.12759,-1
247.4777,43.37354,0.1276,-1
159.41559,2.20841,0.12761,-1
217.62761,-2.0803,0.12761,-1
217.44052,42.88511,0.12762,1
0.31448,-0.80305,0.12762,-1
7.1065,0.26952,0.12762,1
137.22675,5.13895,0.12767,1
3.71098,-0.14659,0.12767,-1
213.94179,-0.63211,0.12768,-1
230.02219,43.9708,0.12768,1
172.13509,2.35251,0.1277,-1
18.62353,0.51665,0.12772,-1
339.99784,-0.59434,0.12773,1
213.70006,1.68011,0.12774,-1
147.78841,-1.24105,0.12776,-1
166.72674,-0.30317,0.12776,-1
176.52675,3.36532,0.12778,-1
355.45793,0.04213,0.12778,-1
339.38719,-1.0144,0.12783,1
198.86936,-0.52551,0.12784,-1
217.44527,42.85666,0.12784,-1
353.14118,0.31952,0.12784,-1
212.75694,-1.32123,0.12786,-1
215.88422,-1.23251,0.12786,-1
140.2515,4.60815,0.12789,-1
4.1847,-0.09277,0.1279,-1
173.17633,4.71104,0.12791,1
140.208,4.33804,0.12792,-1
215.52481,-0.59277,0.12793,-1
177.20033,0.77425,0.12794,-1
358.8473,-0.16884,0.12795,1
166.28015,2.07749,0.12796,-1
176.84244,3.92694,0.12796,1
3.36076,0.22634,0.12796,-1
3.15263,0.26196,0.12797,-1
173.11781,3.05018,0.12799,1
157.02885,3.734,0.128,-1
330.079,-0.33328,0.12801,1
156.04402,1.77939,0.12802,-1
220.23415,3.49397,0.12803,-1
148.88928,4.20843,0.12806,-1
221.79488,44.35745,0.12806,1
358.66592,0.48716,0.12807,-1
22.05079,1.20486,0.12809,-1
28.88126,-0.6207,0.12809,1
182.01349,2.78572,0.1281,-1
153.22649,1.76225,0.12811,1
355.91595,-0.175,0.12812,-1
136.36445,1.87425,0.12813,1
181.36689,4.58539,0.12814,1
159.56685,2.5498,0.12815,1
167.84206,1.24146,0.12815,1
359.62727,0.63618,0.12815,1
191.18327,-2.38933,0.12816,-1
152.27088,0.45127,0.12816,1
178.07533,-0.27112,0.12817,-1
1.97124,1.05393,0.12818,1
194.93707,-0.07595,0.1282,-1
192.93491,1.39417,0.1282,1
359.21196,0.68545,0.12821,1
358.94483,0.2832,0.12822,-1
0.81502,-0.99648,0.12828,1
187.64272,3.63354,0.12829,1
211.02504,-1.94931,0.1283,-1
358.70843,-0.09972,0.12831,1
342.57994,-0.78075,0.12832,1
171.83513,1.21736,0.12833,-1
198.79186,4.64658,0.12833,-1
176.43748,2.69082,0.12833,1
154.61496,3.49911,0.12835,-1
1.56203,0.75648,0.12835,-1
358.95648,0.28975,0.12835,-1
153.38339,1.57045,0.12837,-1
353.69592,0.11767,0.12838,-1
236.64575,43.90616,0.12839,-1
168.286,-1.25402,0.1284,-1
